UNP,Union Pacific Corporation,NYSE,"{""Company_Info"":{""CEO"":""Lance M. Fritz"",""Industry"":""Railroads"",""Sector"":""Transportation"",""HQ_Location"":""Omaha, NE"",""Website"":""http://www.up.com""}}"
NOC,Northrop Grumman Corporation,NYSE,"{""Company_Info"":{""CEO"":""Wesley G. Bush"",""Industry"":""Aerospace and Defense"",""Sector"":""Aerospace & Defense"",""HQ_Location"":""Falls Church, VA"",""Website"":""http://www.northropgrumman.com""}}"
COF,Capital One Financial Corporation,NYSE,"{""Company_Info"":{""CEO"":""Richard D. Fairbank"",""Industry"":""Commercial Banks"",""Sector"":""Financials"",""HQ_Location"":""McLean, VA"",""Website"":""http://www.capitalone.com""}}"
NOV,"National Oilwell Varco, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Clay C. Williams"",""Industry"":""Oil and Gas Equipment, Services"",""Sector"":""Energy"",""HQ_Location"":""Houston, TX"",""Website"":""http://www.nov.com""}}"
RTN,Raytheon Company,NYSE,"{""Company_Info"":{""CEO"":""Thomas A. Kennedy"",""Industry"":""Aerospace and Defense"",""Sector"":""Aerospace & Defense"",""HQ_Location"":""Waltham, MA"",""Website"":""http://www.raytheon.com""}}"
TWC,Time Warner Cable Inc.,NYSE,"{""Company_Info"":{""CEO"":""Robert D. Marcus"",""Industry"":""Telecommunications"",""Sector"":""Telecommunications"",""HQ_Location"":""New York, NY"",""Website"":""http://www.twc.com""}}"
ARW,"Arrow Electronics, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Michael J. Long"",""Industry"":""Wholesalers: Electronics and Office Equipment"",""Sector"":""Wholesalers"",""HQ_Location"":""Centennial, CO"",""Website"":""http://www.arrow.com""}}"
AFL,Aflac Incorporated,NYSE,"{""Company_Info"":{""CEO"":""Daniel P. Amos"",""Industry"":""Insurance: Life, Health (stock)"",""Sector"":""Financials"",""HQ_Location"":""Columbus, GA"",""Website"":""http://www.aflac.com""}}"
SPLS,"Staples, Inc.",NasdaqGS,"{""Company_Info"":{""CEO"":""Ronald L. Sargent"",""Industry"":""Specialty Retailers: Other"",""Sector"":""Retailing"",""HQ_Location"":""Framingham, MA"",""Website"":""http://www.staples.com""}}"
ABT,Abbott Laboratories,NYSE,"{""Company_Info"":{""CEO"":""Miles D. White"",""Industry"":""Medical Products and Equipment"",""Sector"":""Health Care"",""HQ_Location"":""Abbott Park, IL"",""Website"":""http://www.abbott.com""}}"
CYH,"Community Health Systems, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Wayne T. Smith"",""Industry"":""Health Care: Medical Facilities"",""Sector"":""Health Care"",""HQ_Location"":""Franklin, TN"",""Website"":""http://www.chs.net""}}"
FLR,Fluor Corporation,NYSE,"{""Company_Info"":{""CEO"":""David T. Seaton"",""Industry"":""Engineering, Construction"",""Sector"":""Engineering & Construction"",""HQ_Location"":""Irving, TX"",""Website"":""http://www.fluor.com""}}"
FCX,Freeport-McMoRan Inc.,NYSE,"{""Company_Info"":{""CEO"":""Richard C. Adkerson"",""Industry"":""Mining, Crude-Oil Production"",""Sector"":""Energy"",""HQ_Location"":""Phoenix, AZ"",""Website"":""http://www.fcx.com""}}"
USB,U.S. Bancorp,NYSE,"{""Company_Info"":{""CEO"":""Richard K. Davis"",""Industry"":""Commercial Banks"",""Sector"":""Financials"",""HQ_Location"":""Minneapolis, MN"",""Website"":""http://www.usbank.com""}}"
NUE,Nucor Corporation,NYSE,"{""Company_Info"":{""CEO"":""John J. Ferriola"",""Industry"":""Metals"",""Sector"":""Materials"",""HQ_Location"":""Charlotte, NC"",""Website"":""http://www.nucor.com""}}"
KMB,Kimberly-Clark Corporation,NYSE,"{""Company_Info"":{""CEO"":""Thomas J. Falk"",""Industry"":""Household and Personal Products"",""Sector"":""Household Products"",""HQ_Location"":""Irving, TX"",""Website"":""http://www.kimberly-clark.com""}}"
HES,Hess Corporation,NYSE,"{""Company_Info"":{""CEO"":""John B. Hess"",""Industry"":""Petroleum Refining"",""Sector"":""Energy"",""HQ_Location"":""New York, NY"",""Website"":""http://www.hess.com""}}"
CHK,Chesapeake Energy Corporation,NYSE,"{""Company_Info"":{""CEO"":""Robert D. Lawler"",""Industry"":""Mining, Crude-Oil Production"",""Sector"":""Energy"",""HQ_Location"":""Oklahoma City, OK"",""Website"":""http://www.chk.com""}}"
XRX,Xerox Corporation,NYSE,"{""Company_Info"":{""CEO"":""Ursula M. Burns"",""Industry"":""Information Technology Services"",""Sector"":""Technology"",""HQ_Location"":""Norwalk, CT"",""Website"":""http://www.xerox.com""}}"
MAN,ManpowerGroup Inc.,NYSE,"{""Company_Info"":{""CEO"":""Jonas Prising"",""Industry"":""Temporary Help"",""Sector"":""Business Services"",""HQ_Location"":""Milwaukee, WI"",""Website"":""http://www.manpowergroup.com""}}"
AMGN,Amgen Inc.,NasdaqGS,"{""Company_Info"":{""CEO"":""Robert A. Bradway"",""Industry"":""Pharmaceuticals"",""Sector"":""Health Care"",""HQ_Location"":""Thousand Oaks, CA"",""Website"":""http://www.amgen.com""}}"
ABBV,AbbVie Inc.,NYSE,"{""Company_Info"":{""CEO"":""Richard A. Gonzalez"",""Industry"":""Pharmaceuticals"",""Sector"":""Health Care"",""HQ_Location"":""North Chicago, IL"",""Website"":""http://www.abbvie.com""}}"
DHR,Danaher Corp.,NYSE,"{""Company_Info"":{""CEO"":""Thomas P. Joyce Jr."",""Industry"":""Scientific,Photographic and Control Equipment"",""Sector"":""Technology"",""HQ_Location"":""Washington, DC"",""Website"":""http://www.danaher.com""}}"
WHR,Whirlpool Corp.,NYSE,"{""Company_Info"":{""CEO"":""Jeff M. Fettig"",""Industry"":""Electronics, Electrical Equip."",""Sector"":""Industrials"",""HQ_Location"":""Benton Harbor, MI"",""Website"":""http://www.whirlpoolcorp.com""}}"
PBF,PBF Energy Inc.,NYSE,"{""Company_Info"":{""CEO"":""Thomas J. Nimbley"",""Industry"":""Petroleum Refining"",""Sector"":""Energy"",""HQ_Location"":""Parsippany, NJ"",""Website"":""http://www.pbfenergy.com""}}"
HFC,HollyFrontier Corporation,NYSE,"{""Company_Info"":{""CEO"":""Michael C. Jennings"",""Industry"":""Petroleum Refining"",""Sector"":""Energy"",""HQ_Location"":""Dallas, TX"",""Website"":""http://www.hollyfrontier.com""}}"
LLY,Eli Lilly and Company,NYSE,"{""Company_Info"":{""CEO"":""John C. Lechleiter"", ""Industry"":""Pharmaceuticals"",""Sector"":""Health Care"",""HQ_Location"":""Indianapolis, IN"",""Website"":""http://www.lilly.com""}}"
DVN,Devon Energy Corporation,NYSE,"{""Company_Info"":{""CEO"":""David A. Hager"",""Industry"":""Mining, Crude-Oil Production"",""Sector"":""Energy"",""HQ_Location"":""Oklahoma City, OK"",""Website"":""http://www.devonenergy.com""}}"
PGR,Progressive Corp.,NYSE,"{""Company_Info"":{""CEO"":""Glenn M. Renwick"",""Industry"":""Insurance: Property and Casualty (Stock)"",""Sector"":""Financials"",""HQ_Location"":""Mayfield Village, OH"",""Website"":""http://www.progressive.com""}}"
CMI,Cummins Inc.,NYSE,"{""Company_Info"":{""CEO"":""N. Thomas Linebarger"",""Industry"":""Construction and Farm Machinery"",""Sector"":""Industrials"",""HQ_Location"":""Columbus, IN"",""Website"":""http://www.cummins.com""}}"
IEP,"Icahn Enterprises, L.P.",NasdaqGS,"{""Company_Info"":{""CEO"":""Keith Cozza"",""Industry"":""Petroleum Refining"",""Sector"":""Energy"",""HQ_Location"":""New York, NY"",""Website"":""http://www.ielp.com""}}"
AN,"AutoNation, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Michael J. Jackson"",""Industry"":""Automotive Retailing, Services"",""Sector"":""Retailing"",""HQ_Location"":""Fort Lauderdale, FL"",""Website"":""http://www.autonation.com""}}"
KSS,Kohl's Corp.,NYSE,"{""Company_Info"":{""CEO"":""Kevin Mansell"",""Industry"":""General Merchandisers"",""Sector"":""Retailing"",""HQ_Location"":""Menomonee Falls, WI"",""Website"":""http://www.kohlscorporation.com""}}"
PCAR,PACCAR Inc.,NasdaqGS,"{""Company_Info"":{""CEO"":""Ronald E. Armstrong"",""Industry"":""Motor Vehicles and Parts"",""Sector"":""Motor Vehicles & Parts"",""HQ_Location"":""Bellevue, WA"",""Website"":""http://www.paccar.com""}}"
DG,Dollar General Corporation,NYSE,"{""Company_Info"":{""CEO"":""Todd J. Vasos"",""Industry"":""General Merchandisers"",""Sector"":""Retailing"",""HQ_Location"":""Goodlettsville, TN"",""Website"":""http://www.dollargeneral.com""}}"
HIG,"The Hartford Financial Services Group, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Christopher J. Swift"",""Industry"":""Insurance: Property and Casualty (Stock)"",""Sector"":""Financials"",""HQ_Location"":""Hartford, CT"",""Website"":""http://www.thehartford.com""}}"
LUV,Southwest Airlines Co.,NYSE,"{""Company_Info"":{""CEO"":""Gary C. Kelly"",""Industry"":""Airlines"",""Sector"":""Transportation"",""HQ_Location"":""Dallas, TX"",""Website"":""http://www.southwest.com""}}"
APC,Anadarko Petroleum Corporation,NYSE,"{""Company_Info"":{""CEO"":""R. A. Walker"",""Industry"":""Mining, Crude-Oil Production"",""Sector"":""Energy"",""HQ_Location"":""The Woodlands, TX"",""Website"":""http://www.anadarko.com""}}"
SO,Southern Company,NYSE,"{""Company_Info"":{""CEO"":""Thomas A. Fanning"",""Industry"":""Utilities: Gas and Electric"",""Sector"":""Energy"",""HQ_Location"":""Atlanta, GA"",""Website"":""http://www.southerncompany.com""}}"
SVU,SUPERVALU Inc.,NYSE,"{""Company_Info"":{""CEO"":""Sam K. Duncan"",""Industry"":""Food and Drug Stores"",""Sector"":""Food & Drug Stores"",""HQ_Location"":""Eden Prairie, MN"",""Website"":""http://www.supervalu.com""}}"
GT,The Goodyear Tire & Rubber Company,NYSE,"{""Company_Info"":{""CEO"":""Richard J. Kramer"",""Industry"":""Motor Vehicles and Parts"",""Sector"":""Motor Vehicles & Parts"",""HQ_Location"":""Akron, OH"",""Website"":""http://www.goodyear.com""}}"
EOG,"EOG Resources, Inc.",NYSE,"{""Company_Info"":{""CEO"":""William R. Thomas"",""Industry"":""Mining, Crude-Oil Production"",""Sector"":""Energy"",""HQ_Location"":""Houston, TX"",""Website"":""http://www.eogresources.com""}}"
CTL,"CenturyLink, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Glen F. Post III"",""Industry"":""Telecommunications"",""Sector"":""Telecommunications"",""HQ_Location"":""Monroe, LA"",""Website"":""http://www.centurylink.com""}}"
MO,Altria Group Inc.,NYSE,"{""Company_Info"":{""CEO"":""Martin J. Barrington"",""Industry"":""Tobacco"",""Sector"":""Food, Beverages & Tobacco"",""HQ_Location"":""Richmond, VA"",""Website"":""http://www.altria.com""}}"
THC,Tenet Healthcare Corp.,NYSE,"{""Company_Info"":{""CEO"":""Trevor Fetter"",""Industry"":""Health Care: Medical Facilities"",""Sector"":""Health Care"",""HQ_Location"":""Dallas, TX"",""Website"":""http://www.tenethealth.com""}}"
GIS,"General Mills, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Kendall J. Powell"",""Industry"":""Food Consumer Products"",""Sector"":""Food, Beverages & Tobacco"",""HQ_Location"":""Minneapolis, MN"",""Website"":""http://www.generalmills.com""}}"
EBAY,eBay Inc.,NasdaqGS,"{""Company_Info"":{""CEO"":""Devin N. Wenig"",""Industry"":""Internet Services and Retailing"",""Sector"":""Technology"",""HQ_Location"":""San Jose, CA"",""Website"":""http://www.ebay.com""}}"
CAG,"ConAgra Foods, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Sean M. Connolly"",""Industry"":""Food Consumer Products"",""Sector"":""Food, Beverages & Tobacco"",""HQ_Location"":""Omaha, NE"",""Website"":""http://www.conagrafoods.com""}}"
LEA,Lear Corp.,NYSE,"{""Company_Info"":{""CEO"":""Matthew J. Simoncini"",""Industry"":""Motor Vehicles and Parts"",""Sector"":""Motor Vehicles & Parts"",""HQ_Location"":""Southfield, MI"",""Website"":""http://www.lear.com""}}"
PAG,"Penske Automotive Group, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Roger S. Penske"",""Industry"":""Automotive Retailing, Services"",""Sector"":""Retailing"",""HQ_Location"":""Bloomfield Hills, MI"",""Website"":""http://www.penskeautomotive.com""}}"
AES,The AES Corporation,NYSE,"{""Company_Info"":{""CEO"":""Andres R. Gluski"",""Industry"":""Utilities: Gas and Electric"",""Sector"":""Energy"",""HQ_Location"":""Arlington, VA"",""Website"":""http://www.aes.com""}}"
CL,Colgate-Palmolive Co.,NYSE,"{""Company_Info"":{""CEO"":""Ian M. Cook"",""Industry"":""Household and Personal Products"",""Sector"":""Household Products"",""HQ_Location"":""New York, NY"",""Website"":""http://www.colgatepalmolive.com""}}"
GLP,Global Partners LP,NYSE,"{""Company_Info"":{""CEO"":""Eric Slifka"",""Industry"":""Wholesalers: Diversified"",""Sector"":""Wholesalers"",""HQ_Location"":""Waltham, MA"",""Website"":""http://www.globalp.com""}}"
TMO,"Thermo Fisher Scientific, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Marc N. Casper"",""Industry"":""Scientific,Photographic and Control Equipment"",""Sector"":""Technology"",""HQ_Location"":""Waltham, MA"",""Website"":""http://www.thermofisher.com""}}"
PCG,PG&E Corporation,NYSE,"{""Company_Info"":{""CEO"":""Anthony F. Earley Jr."",""Industry"":""Utilities: Gas and Electric"",""Sector"":""Energy"",""HQ_Location"":""San Francisco, CA"",""Website"":""http://www.pge.com""}}"
NEE,"NextEra Energy, Inc.",NYSE,"{""Company_Info"":{""CEO"":""James L. Robo"",""Industry"":""Utilities: Gas and Electric"",""Sector"":""Energy"",""HQ_Location"":""Juno Beach, FL"",""Website"":""http://www.nexteraenergy.com""}}"
AEP,"American Electric Power Co., Inc.",NYSE,"{""Company_Info"":{""CEO"":""Nicholas K. Akins"",""Industry"":""Utilities: Gas and Electric"",""Sector"":""Energy"",""HQ_Location"":""Columbus, OH"",""Website"":""http://www.aep.com""}}"
CNC,Centene Corp.,NYSE,"{""Company_Info"":{""CEO"":""Michael F. Neidorff"",""Industry"":""Health Care: Insurance and Managed Care"",""Sector"":""Health Care"",""HQ_Location"":""St. Louis, MO"",""Website"":""http://www.centene.com""}}"
GPS,"The Gap, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Arthur L. Peck"",""Industry"":""Specialty Retailers: Apparel"",""Sector"":""Retailing"",""HQ_Location"":""San Francisco, CA"",""Website"":""http://www.gapinc.com""}}"
BK,The Bank of New York Mellon Corporation,NYSE,"{""Company_Info"":{""CEO"":""Gerald L. Hassell"",""Industry"":""Commercial Banks"",""Sector"":""Financials"",""HQ_Location"":""New York, NY"",""Website"":""http://www.bnymellon.com""}}"
MU,"Micron Technology, Inc.",NasdaqGS,"{""Company_Info"":{""CEO"":""D. Mark Durcan"",""Industry"":""Semiconductors and Other Electronic Components"",""Sector"":""Technology"",""HQ_Location"":""Boise, ID"",""Website"":""http://www.micron.com""}}"
JBL,Jabil Circuit Inc.,NYSE,"{""Company_Info"":{""CEO"":""Mark T. Mondello"",""Industry"":""Semiconductors and Other Electronic Components"",""Sector"":""Technology"",""HQ_Location"":""St. Petersburg, FL"",""Website"":""http://www.jabil.com""}}"
PNC,"The PNC Financial Services Group, Inc.",NYSE,"{""Company_Info"":{""CEO"":""William S. Demchak"",""Industry"":""Commercial Banks"",""Sector"":""Financials"",""HQ_Location"":""Pittsburgh, PA"",""Website"":""http://www.pnc.com""}}"
KMI,"Kinder Morgan, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Steven J. Kean"",""Industry"":""Pipelines"",""Sector"":""Energy"",""HQ_Location"":""Houston, TX"",""Website"":""http://www.kindermorgan.com""}}"
ODP,"Office Depot, Inc.",NasdaqGS,"{""Company_Info"":{""CEO"":""Roland C. Smith"",""Industry"":""Specialty Retailers: Other"",""Sector"":""Retailing"",""HQ_Location"":""Boca Raton, FL"",""Website"":""http://www.officedepot.com""}}"
BMY,Bristol-Myers Squibb Company,NYSE,"{""Company_Info"":{""CEO"":""Giovanni Caforio"",""Industry"":""Pharmaceuticals"",""Sector"":""Health Care"",""HQ_Location"":""New York, NY"",""Website"":""http://www.bms.com""}}"
NRG,"NRG Energy, Inc.",NYSE,"{""Company_Info"":{""CEO"":""David W. Crane"",""Industry"":""Energy"",""Sector"":""Energy"",""HQ_Location"":""Princeton, NJ"",""Website"":""http://www.nrgenergy.com""}}"
MON,Monsanto Company,NYSE,"{""Company_Info"":{""CEO"":""Hugh Grant"",""Industry"":""Chemicals"",""Sector"":""Chemicals"",""HQ_Location"":""St. Louis, MO"",""Website"":""http://www.monsanto.com""}}"
PPG,"PPG Industries, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Michael H. McGarry"",""Industry"":""Chemicals"",""Sector"":""Chemicals"",""HQ_Location"":""Pittsburgh, PA"",""Website"":""http://www.ppg.com""}}"
GPC,Genuine Parts Company,NYSE,"{""Company_Info"":{""CEO"":""Thomas C. Gallagher"",""Industry"":""Wholesalers: Diversified"",""Sector"":""Wholesalers"",""HQ_Location"":""Atlanta, GA"",""Website"":""http://www.genpt.com""}}"
OMC,Omnicom Group Inc.,NYSE,"{""Company_Info"":{""CEO"":""John D. Wren"",""Industry"":""Advertising, marketing"",""Sector"":""Business Services"",""HQ_Location"":""New York, NY"",""Website"":""http://www.omnicomgroup.com""}}"
ITW,Illinois Tool Works Inc.,NYSE,"{""Company_Info"":{""CEO"":""E. Scott Santi"",""Industry"":""Industrial Machinery"",""Sector"":""Industrials"",""HQ_Location"":""Glenview, IL"",""Website"":""http://www.itw.com""}}"
MUSA,Murphy USA Inc.,NYSE,"{""Company_Info"":{""CEO"":""R. Andrew Clyde"",""Industry"":""Specialty Retailers: Other"",""Sector"":""Retailing"",""HQ_Location"":""El Dorado, AR"",""Website"":""http://corporate.murphyusa.com""}}"
WNR,"Western Refining, Inc.",NYSE,"{""Company_Info"":{""CEO"":""Jeff A. Stevens"",""Industry"":""Petroleum Refining"",""Sector"":""Energy"",""HQ_Location"":""El Paso, TX"",""Website"":""http://www.wnr.com""}}"
WDC,Western Digital Corporation,NasdaqGS,"{""Company_Info"":{""CEO"":""Stephen D. Milligan"",""Industry"":""Computer Peripherals"",""Sector"":""Technology"",""HQ_Location"":""Irvine, CA"",""Website"":""http://www.westerndigital.com""}}"
FE,FirstEnergy Corp.,NYSE,"{""Company_Info"":{""CEO"":""Charles E. Jones"",""Industry"":""Utilities: Gas and Electric"",""Sector"":""Energy"",""HQ_Location"":""Akron, OH"",""Website"":""http://www.firstenergycorp.com""}}"
ARMK,Aramark,NYSE,"{""Company_Info"":{""CEO"":""Eric J. Foss"",""Industry"":""Diversified Outsourcing Services"",""Sector"":""Business Services"",""HQ_Location"":""Philadelphia, PA"",""Website"":""http://www.aramark.com""}}"
DISH,Dish Network Corp.,NasdaqGS,"{""Company_Info"":{""CEO"":""Charles W. Ergen"",""Industry"":""Telecommunications"",""Sector"":""Telecommunications"",""HQ_Location"":""Englewood, CO"",""Website"":""http://www.dish.com""}}"
